Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
16.6,0,0.12220437099999999,0,173.5738,2004,0,1,1,1911.5118
10.0,1,0.037764307000000004,1,127.2994,1997,0,2,1,642.497
19.1,0,0.09243771099999999,1,185.2608,2007,3,1,1,1470.0864
17.6,0,0.137807013,1,161.792,1998,3,0,0,159.792
19.5,1,0.07729230200000001,1,235.3958,1999,2,2,1,6309.7866
10.1,1,0.045763062,1,38.4848,1999,2,2,1,633.8416
8.6,0,0.090558833,1,112.6176,2009,2,0,2,3091.9752
19.7,0,0.041703666,1,109.1912,1987,1,0,1,1637.868
15.35,0,0.014098693,1,37.219,2007,3,1,1,805.618
5.26,1,0.042008667,1,162.6868,2007,3,1,1,3767.0964
9.8,0,0.10693374800000001,0,175.33700000000002,2002,3,1,1,529.311
16.5,0,0.012663476000000002,1,39.3506,2002,3,1,1,645.1602
10.5,0,0.041387618,0,40.1164,2004,0,1,1,849.5608
13.1,0,0.012148836000000001,1,191.35299999999998,2009,2,0,2,1328.271
12.6,1,0.005935001,1,98.8358,1985,2,0,3,2010.7160000000001
9.3,1,0.014047825,1,196.5084,2002,3,1,1,4364.9848
14.3,0,0.026375082,1,79.6302,2002,3,1,1,792.302
12.6,0,0.0,0,55.7298,1985,2,0,3,2804.3496
10.8,0,0.052174319000000004,1,240.3564,2002,3,1,1,4290.4152
12.6,1,0.0,1,38.1848,1985,0,2,0,37.2848
12.85,0,0.13778685599999999,1,157.763,2009,2,0,2,2659.8709999999996
6.78,0,0.06660848700000001,0,184.62400000000002,2004,0,1,1,5406.295999999999
9.195,1,0.064002068,1,85.5566,2004,0,1,1,930.1226
7.905,0,0.06406438,1,229.2694,1997,0,2,1,1826.9552
17.6,0,0.049345425,1,115.4176,2007,3,1,1,1145.1760000000002
15.7,1,0.11521312,1,112.0202,2007,3,1,1,3150.5656
12.6,1,0.0,1,83.7566,1985,0,2,0,253.6698
19.2,0,0.099991245,1,112.7886,1987,1,0,1,1779.0176
7.405,0,0.015334003,1,92.7146,2009,2,0,2,1185.7898
19.5,1,0.129170642,1,233.9958,1998,3,0,0,467.3916
9.195,1,0.051908824000000006,1,78.1644,2007,3,1,1,1414.1592
11.65,0,0.13177092199999998,1,151.1024,2002,3,1,1,1518.024
21.1,0,0.028984804,1,146.1786,1987,1,0,1,3034.0506
8.695,0,0.120211747,1,93.2094,2007,3,1,1,666.4658
7.27,1,0.02076385,1,89.0488,1987,1,0,1,181.0976
8.85,0,0.016006626,1,105.6964,1987,1,0,1,210.3928
18.6,0,0.015766712,1,152.9366,2004,0,1,1,1662.5026
12.6,0,0.024536198999999998,1,144.6102,1985,2,0,3,3791.0652
9.1,1,0.008046878,1,78.7618,1999,2,2,1,402.809
7.975,0,0.014653896000000001,1,82.425,1999,2,2,1,749.025
10.0,0,0.073794811,1,121.444,2007,3,1,1,2516.724
6.865,0,0.056830682,1,214.0218,1997,0,2,1,5556.7668
16.7,1,0.054618573,1,65.5168,2004,0,1,1,1022.6688
7.285,0,0.052141447,1,174.9054,1998,3,0,0,525.3162
8.43,0,0.017360867,1,196.2768,2002,3,1,1,1576.6144
20.2,1,0.196438668,1,194.611,1998,3,0,0,392.82199999999995
8.75,1,0.074743226,0,187.6556,1999,2,2,1,5257.1568
12.6,0,0.127792701,0,111.1886,1985,2,0,3,4447.544
12.6,0,0.024358634,1,190.4214,1985,2,0,3,5652.642
9.695,0,0.070431235,1,177.5344,2004,0,1,1,3033.3848
7.75,1,0.08293069900000001,1,35.2558,1997,0,2,1,780.9834
19.75,0,0.041330512,0,115.8466,1987,1,0,1,2474.7786
9.8,1,0.235354055,1,50.8008,1998,3,0,0,101.2016
11.8,1,0.057746382,0,152.4366,2007,3,1,1,3929.5516
9.8,1,0.045337184,1,36.8874,1999,2,2,1,564.5984
7.42,0,0.020374875,1,248.0092,1987,1,0,1,1245.046
20.75,0,0.035568147,1,151.8024,1998,3,0,0,151.8024
12.6,1,0.062797771,1,103.999,1999,2,2,1,825.592
19.75,1,0.018096488,1,179.56599999999997,2009,2,0,2,2696.49
10.895,1,0.009613854,0,122.973,1987,1,0,1,1231.73
16.6,0,0.026645307000000003,1,53.5614,2009,2,0,2,939.4438
6.765,1,0.08775368199999999,1,105.3306,2007,3,1,1,2090.612
13.1,0,0.037657459,0,175.8054,2002,3,1,1,2801.6864
12.6,0,0.041091215,1,89.5514,1985,2,0,3,3364.9532
6.155,1,0.095195306,0,213.956,2007,3,1,1,2343.616
10.65,0,0.048686689000000005,1,164.1526,1997,0,2,1,1808.9786
12.6,0,0.11709121300000001,1,197.9084,1985,0,2,0,992.0419999999999
20.25,1,0.022940826,1,241.8538,1997,0,2,1,5768.4912
20.5,0,0.119339241,1,106.0596,2004,0,1,1,970.7364
11.8,1,0.014075333999999998,1,176.8344,1987,1,0,1,3568.688
15.0,0,0.046336634,0,120.0414,1987,1,0,1,3533.4006
13.15,0,0.036641589,1,180.7976,1987,1,0,1,6157.3184
15.5,1,0.101176316,0,198.9768,2009,2,0,2,4729.8432
12.6,0,0.035737372999999996,0,260.6278,1985,2,0,3,9371.8008
11.6,1,0.079376029,1,81.7276,2007,3,1,1,1949.4624
14.35,1,0.091054989,1,231.8984,1999,2,2,1,4633.968
13.15,0,0.043852434,1,182.695,2002,3,1,1,4211.185
10.895,1,0.009620041999999999,0,121.67299999999999,2004,0,1,1,1970.7679999999998
10.1,0,0.054939848,1,199.5084,2007,3,1,1,3372.9428
18.7,0,0.014675573999999999,1,50.8324,2007,3,1,1,934.7832
12.15,0,0.14526636,1,224.0404,1999,2,2,1,3375.6059999999998
10.195,1,0.14666293800000002,1,138.6838,1997,0,2,1,2388.2246
8.575,1,0.07178670599999999,0,193.3794,1987,1,0,1,780.3176
16.5,1,0.133424184,0,102.2332,1998,3,0,0,102.5332
9.065,0,0.11579959199999999,1,95.3094,2009,2,0,2,1713.7692
16.6,0,0.027579198,1,178.7344,1997,0,2,1,1605.9096
11.6,1,0.241055611,0,238.5222,1998,3,0,0,717.0666
19.5,0,0.014332438999999999,1,57.1614,2009,2,0,2,1381.535
16.6,0,0.027133398,1,106.2596,1998,3,0,0,215.7192
11.85,0,0.132876847,0,98.0726,1999,2,2,1,1076.5986
12.85,0,0.03315162,1,170.6422,1987,1,0,1,2931.5174
9.0,0,0.019536981000000002,1,170.0474,1999,2,2,1,4211.185
5.655,0,0.085258864,0,165.85,2004,0,1,1,1830.95
8.93,0,0.013179388,1,55.1614,1997,0,2,1,939.4438
15.2,0,0.033592687,1,108.1912,2004,0,1,1,1856.2504
7.655,0,0.05346916,1,114.1492,1998,3,0,0,115.8492
12.6,0,0.126831854,1,209.02700000000002,1985,2,0,3,4613.994000000001
15.5,0,0.103603094,1,143.547,1999,2,2,1,1431.47
18.7,0,0.10484088400000001,1,122.1072,1999,2,2,1,490.0288
9.5,0,0.042056944000000006,1,31.89,2009,2,0,2,366.19
13.65,0,0.040049609,1,34.4558,2007,3,1,1,611.2044
19.5,1,0.03075661,1,86.25399999999999,2002,3,1,1,2163.85
8.71,0,0.0,1,46.5376,1987,1,0,1,575.2512
12.6,1,0.03941584,0,247.8092,1985,0,2,0,498.0184
19.6,0,0.024363938999999998,0,46.3718,2007,3,1,1,661.8052
12.6,1,0.131443921,0,189.1872,1985,2,0,3,5294.4416
11.8,0,0.05872513099999999,1,82.3618,2004,0,1,1,1208.427
6.715,1,0.122274118,1,40.3454,2007,3,1,1,838.908
19.1,0,0.067239404,1,39.6796,1987,1,0,1,660.4736
20.7,0,0.021464453999999997,1,156.6288,1999,2,2,1,3928.22
10.195,0,0.112681821,1,113.986,2009,2,0,2,452.744
20.2,1,0.039469737000000005,0,155.16299999999998,2007,3,1,1,782.315
10.8,0,0.061101382999999995,1,151.9024,1997,0,2,1,2580.6408
19.75,0,0.014359584,1,100.8332,2009,2,0,2,1537.9979999999998
19.35,0,0.016637301,1,120.9098,1999,2,2,1,1687.1372
7.405,0,0.159843921,0,206.6296,2009,2,0,2,3115.9440000000004
15.25,0,0.061308889000000005,1,128.8968,2002,3,1,1,2348.9424
12.6,0,0.055566935,1,263.591,1985,0,2,0,262.991
8.895,0,0.026397141000000002,1,207.8954,2002,3,1,1,3542.7218
18.75,0,0.034307348,1,215.2218,1997,0,2,1,4701.8796
20.1,0,0.07462720099999999,0,110.3228,1997,0,2,1,1768.3648
12.35,0,0.041973712,1,35.7216,2007,3,1,1,519.3240000000001
16.85,1,0.080015028,1,111.8544,2009,2,0,2,1677.816
18.25,0,0.10084386,1,166.3526,1998,3,0,0,164.4526
17.0,0,0.055519560999999995,0,219.8114,1999,2,2,1,1108.557
12.6,1,0.012203915,1,133.2284,1985,2,0,3,4350.3372
14.3,0,0.130946374,1,76.7328,2009,2,0,2,1312.9576
17.6,1,0.041381156,1,35.019,1997,0,2,1,659.1419999999999
12.6,1,0.04586701,1,37.9506,1985,2,0,3,910.8144
20.25,0,0.036474041,0,218.3482,2009,2,0,2,2409.5302
18.0,0,0.039231652,1,145.1418,2007,3,1,1,2648.5524
16.35,0,0.013393536999999999,1,106.02799999999999,2002,3,1,1,1065.28
14.0,1,0.031444357,1,53.763999999999996,2007,3,1,1,798.96
5.78,0,0.014555066,1,145.2102,1997,0,2,1,3062.0142
21.0,0,0.082526478,1,191.8478,1998,3,0,0,774.9912
13.65,1,0.080765853,1,262.8936,1999,2,2,1,4958.8784
12.3,1,0.17797002,0,173.1396,1998,3,0,0,697.7584
12.35,1,0.03382933,0,196.9426,2002,3,1,1,2768.3964
11.8,0,0.11397026,1,185.1924,2007,3,1,1,2591.2936
19.7,0,0.038729457,1,127.3362,2004,0,1,1,755.0172
10.1,0,0.032075379,1,50.9008,1987,1,0,1,354.2056
12.6,0,0.196490902,1,120.544,1985,0,2,0,479.376
17.85,0,0.146305498,0,94.1436,1987,1,0,1,1607.2412
20.7,0,0.026877471,1,74.6354,1987,1,0,1,1053.2956
8.89,0,0.005474515,1,99.7016,1997,0,2,1,1922.8304
14.5,0,0.064048405,1,153.4682,2004,0,1,1,1677.1502
9.0,0,0.032203667000000005,1,100.8016,2007,3,1,1,1113.2176
13.35,0,0.017857847,0,77.5012,2009,2,0,2,1518.024
6.675,0,0.041921462,1,92.3462,1997,0,2,1,2406.2012
10.3,1,0.024875871,1,173.0422,1987,1,0,1,2069.3064
12.6,1,0.028139761,1,173.7422,1985,2,0,3,3621.2862
17.1,1,0.073997843,0,207.0638,1987,1,0,1,4969.5312
14.15,0,0.020798905,0,123.6046,2009,2,0,2,1245.046
10.8,0,0.052363244,1,236.5564,2007,3,1,1,5243.8408
8.5,0,0.098283459,1,51.3324,2009,2,0,2,934.7832
6.215,0,0.012138795,0,39.2848,1987,1,0,1,521.9872
17.5,0,0.0,1,253.0356,2004,0,1,1,4578.0408
20.7,0,0.042923652,0,178.3028,2002,3,1,1,1062.6168
8.975,1,0.009058845,1,103.399,1997,0,2,1,2579.975
20.5,1,0.032136417,1,83.9592,1998,3,0,0,165.1184
13.65,0,0.065898197,1,46.1402,2009,2,0,2,459.402
13.1,0,0.075731322,0,167.5158,2002,3,1,1,1504.0422
4.615,1,0.101812521,1,232.23,2004,0,1,1,5126.66
12.3,1,0.106327251,0,172.8396,1997,0,2,1,2616.594
12.6,0,0.080933328,1,37.519,1985,2,0,3,842.237
19.2,0,0.100055601,1,112.4886,2004,0,1,1,1223.0746
20.1,1,0.054540159000000005,1,152.1366,1999,2,2,1,755.683
11.5,1,0.037723476,1,109.5254,2009,2,0,2,1953.4572
9.3,0,0.14897741,1,143.0786,1998,3,0,0,288.9572
15.2,1,0.104201019,0,176.5054,2009,2,0,2,2976.7918
12.65,1,0.076198809,1,191.3846,2002,3,1,1,2675.1844
11.1,0,0.010639596000000001,1,84.1908,2004,0,1,1,755.0172
12.6,0,0.025039776,1,102.7332,1985,0,2,0,410.1328
12.6,0,0.08632670699999999,1,192.6478,1985,0,2,0,387.4956
19.2,0,0.041220035,1,131.231,2004,0,1,1,3635.268
19.75,0,0.01247354,0,187.5872,2002,3,1,1,1323.6104
6.135,0,0.07913221200000001,1,112.686,2002,3,1,1,2942.836
12.5,0,0.020693809,0,199.1742,2004,0,1,1,4379.6324
7.235,0,0.10016525,1,193.9452,2002,3,1,1,2936.178
15.85,0,0.057302606,1,53.3956,2004,0,1,1,600.5516
9.895,1,0.048761045999999995,1,260.5278,2002,3,1,1,8851.1452
20.75,0,0.0,1,153.0024,2004,0,1,1,2428.8384
10.8,0,0.052149675,1,239.9564,1999,2,2,1,3813.7024
8.76,0,0.05013052900000001,1,128.3336,1999,2,2,1,2556.672
16.1,1,0.024987903,0,97.34100000000001,1999,2,2,1,1255.0330000000001
7.1,0,0.109990885,0,172.908,2004,0,1,1,2769.728
19.35,1,0.049736267,0,76.8644,2002,3,1,1,1571.2879999999998
16.7,1,0.117026714,1,189.2214,1998,3,0,0,188.4214
9.5,1,0.035121963,0,168.6448,1987,1,0,1,1022.6688
8.43,0,0.017311312,1,197.8768,1987,1,0,1,3744.4592
14.15,0,0.008811818,1,196.511,2002,3,1,1,2749.7540000000004
5.44,0,0.025583714,0,239.1538,2009,2,0,2,480.7076
7.35,1,0.014353174,0,242.6512,1987,1,0,1,969.4048
12.6,1,0.054220618,0,129.131,1985,2,0,3,4933.5779999999995
20.1,1,0.054410179,1,151.3366,1987,1,0,1,2720.4588
12.0,0,0.033974436000000004,1,181.8976,1997,0,2,1,4527.44
21.25,0,0.009996872,0,185.5608,2004,0,1,1,3123.9336
8.3,1,0.030212499,1,98.0384,2002,3,1,1,2857.6136
10.1,0,0.027217467999999998,0,76.067,2007,3,1,1,1454.773
14.15,0,0.038123176,1,123.5046,2007,3,1,1,1992.0736
9.0,0,0.079506434,1,78.3644,2002,3,1,1,1728.4168
12.15,0,0.021811987,0,163.6184,2009,2,0,2,2311.6576
12.6,0,0.082150145,0,192.9504,1985,2,0,3,7478.2656
12.6,0,0.036012919,1,148.0734,1985,0,2,0,593.8936
20.0,1,0.028167478,0,45.5744,1999,2,2,1,452.744
6.71,1,0.029560451,1,65.8142,1997,0,2,1,856.8846
12.6,0,0.039631495,1,31.9558,1985,2,0,3,984.7182
7.365,0,0.04280099,0,228.372,2007,3,1,1,2037.348
7.935,0,0.017141985,0,50.035,1987,1,0,1,149.805
12.6,0,0.056394770999999996,0,51.3982,2007,3,1,1,473.3838
17.6,0,0.056379439,1,42.7454,1999,2,2,1,293.6178
19.0,0,0.129534812,1,190.1872,1999,2,2,1,5105.3544
7.5,0,0.036439877999999995,1,175.3028,2007,3,1,1,3010.7476
13.35,0,0.0,0,77.6012,1997,0,2,1,986.7156
8.6,0,0.090191431,1,112.9176,1997,0,2,1,458.0704
12.6,0,0.30374337,1,196.011,1985,0,2,0,589.2330000000001
10.5,1,0.022590317999999998,1,140.6154,1998,3,0,0,283.6308
9.0,0,0.08201152099999999,1,213.3534,1997,0,2,1,1935.4806
4.61,0,0.122843005,1,172.4396,1999,2,2,1,1569.9564
10.895,1,0.05432142,1,146.2102,1998,3,0,0,437.4306
17.6,0,0.049144165,1,112.7176,1999,2,2,1,1717.764
11.65,0,0.040577878,0,188.22400000000002,1999,2,2,1,1304.968
19.1,0,0.067400032,1,41.9796,1999,2,2,1,784.3124
17.2,1,0.012036432,1,165.7184,2002,3,1,1,1816.3024
16.5,0,0.073977473,1,206.8638,2002,3,1,1,2070.638
15.6,0,0.143396175,0,128.0994,2002,3,1,1,2184.4898
9.0,0,0.03201648,1,99.6016,2004,0,1,1,1922.8304
15.0,0,0.058346234000000004,1,44.0744,1987,1,0,1,633.8416
12.6,0,0.14571827,0,94.3436,1985,2,0,3,2269.0464
12.6,0,0.05580601599999999,0,52.4982,1985,2,0,3,1209.7586
6.195,0,0.07209744900000001,1,119.3098,1999,2,2,1,1205.098
20.2,1,0.11754371300000001,1,197.31099999999998,1999,2,2,1,3338.987
20.7,0,0.048718334,0,38.7506,1987,1,0,1,227.7036
20.25,0,0.059175599999999995,1,245.046,2009,2,0,2,4680.5740000000005
7.655,0,0.031918284,1,117.7492,1987,1,0,1,695.0952
12.6,1,0.09558797599999999,0,193.982,1985,0,2,0,579.246
5.92,1,0.019308607,1,49.0692,2007,3,1,1,1478.076
18.75,0,0.023974769,0,99.0042,2007,3,1,1,694.4294
9.395,1,0.100602552,1,88.3856,2002,3,1,1,703.0848
13.35,0,0.091189915,1,149.3708,2004,0,1,1,4514.124
12.6,1,0.077480627,0,101.399,1985,0,2,0,206.398
19.2,0,0.12973174699999998,1,196.21099999999998,1998,3,0,0,589.2330000000001
19.0,1,0.103363904,0,226.172,1987,1,0,1,3169.208
14.15,0,0.020714523000000002,0,124.2046,1997,0,2,1,2490.092
20.85,1,0.062212712999999996,1,88.1514,2004,0,1,1,1151.1682
8.63,0,0.031271134,1,186.0582,2007,3,1,1,3900.9222
16.7,0,0.026729067999999998,1,248.4776,2009,2,0,2,6439.6176
7.895,1,0.094567181,0,104.5332,1997,0,2,1,1845.5976
7.72,0,0.05193741,0,77.9986,1987,1,0,1,934.7832
5.615,0,0.12648042199999998,1,121.573,2007,3,1,1,3202.498
7.05,1,0.055644887000000004,0,224.9088,1999,2,2,1,2684.5056
14.35,0,0.028519419,1,109.2228,1998,3,0,0,221.0456
8.52,0,0.027101431000000002,1,151.7682,1999,2,2,1,2439.4912
7.645,1,0.067083367,1,44.0112,2007,3,1,1,596.5568
12.1,0,0.020652362,1,149.5734,2009,2,0,2,2227.101
14.8,0,0.081042136,0,192.4846,1997,0,2,1,5159.2842
20.75,0,0.021336565,1,153.6024,2009,2,0,2,1366.2216
10.8,0,0.029001987000000003,1,238.6222,2002,3,1,1,8604.7992
18.35,0,0.069745165,1,190.2872,1998,3,0,0,378.1744
13.5,1,0.06814888599999999,0,58.6562,2009,2,0,2,711.0744
20.5,0,0.144094079,1,34.819,2007,3,1,1,1061.951
12.35,1,0.186616421,1,78.6328,2009,2,0,2,1004.0264
8.895,0,0.105323859,0,39.1138,2002,3,1,1,609.207
16.7,0,0.022110425,0,110.8886,2002,3,1,1,3558.0352
16.2,0,0.019374768,1,155.8972,2004,0,1,1,2025.3636
7.26,0,0.014482278000000001,0,118.115,2009,2,0,2,1864.24
6.65,0,0.08780578800000001,0,126.7678,1999,2,2,1,1907.517
13.35,0,0.048027043,0,218.9166,1997,0,2,1,5660.6316
17.35,0,0.055908268,1,99.8016,2004,0,1,1,607.2096
12.6,0,0.048522793,0,39.6506,1985,2,0,3,1024.6662
5.46,1,0.032359413,1,187.424,2007,3,1,1,3169.208
18.25,0,0.088807455,1,197.3452,2004,0,1,1,2740.4328
8.185,0,0.046556408,0,47.7692,1999,2,2,1,640.4996
7.5,0,0.050750977,1,122.2072,1997,0,2,1,1960.1152
12.65,0,0.035404052000000005,1,230.601,2004,0,1,1,2067.3089999999997
14.3,0,0.13039045800000001,1,77.2328,2004,0,1,1,231.6984
17.85,0,0.074422769,1,128.002,1998,3,0,0,253.00400000000002
6.425,0,0.10574254400000001,0,130.5626,1998,3,0,0,131.1626
6.825,1,0.046729335999999996,1,153.4998,2002,3,1,1,2153.1972
12.6,0,0.07347023400000001,1,205.3638,1985,2,0,3,5383.6588
20.25,0,0.058886477,1,245.546,1987,1,0,1,1724.422
19.2,0,0.18293775,1,243.0196,1999,2,2,1,3615.2940000000003
17.7,0,0.020993364,1,166.8474,1998,3,0,0,168.4474
9.695,1,0.029223423999999998,1,175.437,2002,3,1,1,2999.429
12.6,0,0.068489201,1,259.3278,1985,2,0,3,4165.2448
7.75,0,0.043326511,1,95.6436,2002,3,1,1,1134.5232
12.6,0,0.136532569,1,159.6578,1985,2,0,3,2888.2404
19.75,1,0.018051091000000002,1,179.86599999999999,1999,2,2,1,2696.49
5.325,1,0.23212188,0,55.5298,1998,3,0,0,53.9298
12.6,1,0.057620562,1,115.4518,1985,0,2,0,113.8518
12.6,0,0.045865089000000005,1,152.3682,1985,2,0,3,2287.0229999999997
12.6,1,0.021002171,1,185.1924,1985,0,2,0,555.2772
6.71,1,0.029727657,1,66.6142,2007,3,1,1,1120.5414
14.35,0,0.080527065,1,79.296,1987,1,0,1,719.064
15.2,0,0.0,1,47.8034,1999,2,2,1,437.4306
5.82,1,0.0,0,256.633,1999,2,2,1,2050.6639999999998
5.59,1,0.056833394,1,61.9168,2009,2,0,2,1214.4192
18.5,1,0.06225692099999999,1,148.0418,1997,0,2,1,2059.9852
12.6,1,0.08951254199999999,1,133.1626,1985,2,0,3,3672.5528
14.0,1,0.060427062000000004,1,153.5656,1997,0,2,1,3089.312
7.605,0,0.216323008,0,165.021,1998,3,0,0,815.605
12.6,0,0.135612397,1,61.1536,1985,0,2,0,61.2536
9.6,0,0.08512595099999999,1,107.12799999999999,2002,3,1,1,1278.336
17.7,1,0.12256541300000001,0,103.8674,2007,3,1,1,1528.011
15.7,0,0.0,1,43.376999999999995,1998,3,0,0,129.83100000000002
13.65,0,0.077670981,1,55.093,2007,3,1,1,1301.639
14.6,1,0.043201813,0,110.1254,2007,3,1,1,1844.9318
15.6,0,0.088215871,1,220.1798,2007,3,1,1,5068.7354
20.25,0,0.036295834,0,217.5482,1987,1,0,1,1095.241
8.02,0,0.18652881899999998,1,151.9998,1998,3,0,0,307.5996
18.35,0,0.099026525,0,93.8462,1987,1,0,1,1295.6468
16.6,0,0.0,1,118.8124,1997,0,2,1,2607.2728
10.0,1,0.063162608,1,228.6668,2004,0,1,1,3455.502
16.1,1,0.063429818,0,179.4318,1999,2,2,1,2345.6134
13.0,1,0.139785104,1,196.2426,1998,3,0,0,197.7426
16.1,1,0.04807227,1,126.5362,2007,3,1,1,1761.7068
19.0,0,0.11209743300000001,1,105.5622,1999,2,2,1,1905.5196
17.6,0,0.010037996,1,163.5552,2004,0,1,1,3086.6488
6.32,0,0.012789884,0,39.1822,2007,3,1,1,1060.6194
9.3,1,0.033431669,0,153.1314,2004,0,1,1,4653.942
11.1,1,0.03623131,1,175.0712,2007,3,1,1,3339.6528
12.6,0,0.086360962,1,151.2682,1985,2,0,3,2439.4912
6.15,0,0.046232445,1,99.4384,1987,1,0,1,1379.5376
20.85,0,0.097618234,1,223.9746,1997,0,2,1,897.4984
17.1,1,0.046808552999999996,1,141.4838,1997,0,2,1,1404.838
13.15,1,0.03810738,1,86.3856,2009,2,0,2,615.1992
16.5,1,0.093846532,1,95.7068,2004,0,1,1,1069.2748
11.65,0,0.040744057,0,185.924,2007,3,1,1,4101.3279999999995
13.15,0,0.022831052,0,160.292,1999,2,2,1,4793.76
19.35,1,0.07687841599999999,1,113.9518,1999,2,2,1,1138.518
19.35,1,0.021501067000000002,0,122.2098,2002,3,1,1,2771.7254
16.5,1,0.07964724,0,101.4332,1987,1,0,1,1948.1308
21.35,0,0.068809463,1,258.5278,2004,0,1,1,5206.556
16.0,1,0.115570552,0,57.5246,2004,0,1,1,173.7738
20.5,0,0.14316437099999998,1,34.919000000000004,1987,1,0,1,73.238
19.75,1,0.018008071,1,180.46599999999998,1987,1,0,1,3415.554
17.6,0,0.015775777,1,179.1976,2007,3,1,1,3803.0496
4.615,1,0.102407778,1,234.33,2007,3,1,1,3961.51
5.88,0,0.0036067259999999998,1,154.1998,2009,2,0,2,1384.1982
11.8,1,0.093801337,1,126.0704,1999,2,2,1,1251.704
17.35,0,0.0,1,101.9016,1987,1,0,1,1821.6288
12.35,1,0.033760862,0,196.9426,1997,0,2,1,5141.3076
12.6,0,0.031131455,0,111.0228,1985,2,0,3,3205.1612
9.0,0,0.082177842,1,214.1534,2002,3,1,1,1720.4272
6.235,0,0.118858866,1,263.291,1999,2,2,1,3418.883
9.6,0,0.0,1,244.817,2004,0,1,1,4374.306
16.75,0,0.105448901,1,156.16299999999998,2007,3,1,1,782.315
17.1,1,0.046881328,1,141.3838,1999,2,2,1,1685.8056
6.825,1,0.078057026,1,154.5998,1998,3,0,0,153.7998
6.78,1,0.140955857,1,92.212,2007,3,1,1,4101.3279999999995
16.0,1,0.107186944,1,181.9634,2009,2,0,2,3453.5046
15.0,0,0.15396020900000001,1,105.9938,2004,0,1,1,1179.1318
7.39,0,0.093160853,1,251.3066,2009,2,0,2,1004.0264
17.6,0,0.05629192,1,42.5454,1997,0,2,1,419.454
12.65,1,0.15604396,0,239.6538,1997,0,2,1,3845.6608
17.85,0,0.044463490999999994,1,127.102,1997,0,2,1,2024.0320000000002
11.15,1,0.00827301,0,150.4708,1987,1,0,1,1956.1204
15.7,0,0.030697825,1,42.876999999999995,2004,0,1,1,1168.479
14.65,0,0.0,1,56.4614,1998,3,0,0,55.2614
12.6,0,0.101281,0,55.0956,1985,2,0,3,2020.0372
18.25,0,0.012300013,0,160.4894,2002,3,1,1,3073.9986
20.7,1,0.0,1,98.7042,2007,3,1,1,1884.8798
15.85,0,0.057313443,1,53.3956,1997,0,2,1,1364.89
6.575,1,0.075625152,0,145.7444,1999,2,2,1,3193.1768
17.75,0,0.030568919,1,177.86599999999999,2002,3,1,1,2336.958
12.6,0,0.19842484100000002,1,185.2924,1985,0,2,0,370.1848
12.6,1,0.029578726,0,143.5786,1985,2,0,3,3756.4436
12.6,0,0.213125482,1,44.9428,1985,0,2,0,175.7712
16.7,1,0.120137953,0,181.2976,2007,3,1,1,3078.6592
10.85,0,0.028679893999999997,1,115.1808,1997,0,2,1,2109.2544
10.0,0,0.09980462300000001,1,113.7544,1999,2,2,1,3243.7776
13.65,1,0.044526443,0,37.9532,1998,3,0,0,71.9064
19.0,1,0.162882227,1,46.8718,1998,3,0,0,189.0872
9.6,1,0.022404492999999998,0,102.499,2007,3,1,1,2579.975
12.0,0,0.075975642,1,124.1388,2007,3,1,1,1486.0656
5.925,1,0.09644909,0,43.8086,2004,0,1,1,312.2602
13.0,0,0.041816615,1,254.5014,2004,0,1,1,4845.0266
8.18,1,0.08286768900000001,1,58.5588,2007,3,1,1,171.7764
12.8,0,0.076214289,0,96.541,2002,3,1,1,1834.279
19.2,0,0.12430196800000001,1,89.7488,2002,3,1,1,2082.6224
14.5,1,0.09720112800000001,1,159.4262,1997,0,2,1,2705.1454
5.19,0,0.042861968,1,196.81099999999998,2007,3,1,1,3731.809
13.3,1,0.0713931,0,61.0536,1987,1,0,1,1592.5936
19.6,0,0.041256807,1,88.8514,1987,1,0,1,2125.2336
17.75,0,0.034746076,0,248.275,2004,0,1,1,998.7
12.35,0,0.093441604,1,119.1124,1999,2,2,1,3673.8844
14.35,0,0.017024598000000002,1,109.8228,1987,1,0,1,2099.9332
6.365,0,0.007363189,1,63.2536,2002,3,1,1,1225.072
12.6,0,0.014484582,1,143.9102,1985,2,0,3,3062.0142
12.6,1,0.011937183,1,184.7924,1985,2,0,3,4442.2176
14.75,0,0.032862976,1,238.6906,1987,1,0,1,4278.4308
12.15,0,0.015484763,1,211.9928,1999,2,2,1,631.1784
6.59,0,0.026163192000000002,1,121.5098,1987,1,0,1,602.549
12.6,1,0.073920438,0,255.6356,1997,0,2,1,2797.6916
12.6,0,0.08635240300000001,0,149.8734,1985,0,2,0,445.4202
12.6,0,0.03976832,1,83.9908,1985,2,0,3,2348.9424
12.6,1,0.015950066000000002,0,47.7402,1985,2,0,3,1975.4286
12.6,1,0.082002559,1,59.2588,1985,2,0,3,1374.2112
7.325,0,0.09330766800000001,0,92.7146,1987,1,0,1,2006.7212
12.6,0,0.143199389,0,175.83700000000002,1985,0,2,0,352.874
15.1,1,0.019965179,1,130.531,1999,2,2,1,908.817
12.6,1,0.11610879699999999,1,164.12099999999998,1985,2,0,3,6035.477
8.51,1,0.07833908099999999,1,172.9422,1987,1,0,1,1379.5376
12.6,0,0.237651344,0,170.2106,1985,0,2,0,171.1106
